Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Passed
S00749,6.90,67.40,56.70,No
S00750,3.00,56.80,60.80,Yes
S00751,5.40,101.30,73.10,Yes
S00752,3.20,63.30,82.70,Yes
S00753,5.10,27.40,200.00,No
S00754,15.30,68.30,89.40,No
S00755,5.30,91.10,51.00,Yes
S00756,23.20,107.60,76.30,No
S00757,12.50,70.40,44.20,No
S00758,10.90,64.70,58.10,nan
S00759,5.70,74.70,47.40,No
S00760,13.50,83.30,47.70,Yes
S00761,7.10,52.40,68.60,Yes
S00762,10.60,70.10,54.60,Yes
S00763,22.80,74.00,69.30,No
S00764,,75.90,46.90,Yes
S00765,15.70,72.10,72.30,No
S00766,6.50,56.30,58.50,Yes
S00767,9.80,81.80,60.60,Yes
S00768,18.90,74.10,45.50,Yes
S00769,6.90,74.10,80.30,No
S00770,19.10,53.30,67.10,Yes
S00771,13.50,,,No
S00772,7.20,,45.90,Yes
S00773,13.20,107.30,75.10,Yes
S00774,14.90,,65.60,Yes
S00775,13.10,90.20,57.60,No
S00776,2.10,36.80,85.70,Yes
S00777,6.40,29.80,71.10,No
S00778,8.80,63.90,71.80,No
S00779,9.60,29.80,35.50,No
S00780,13.10,89.60,81.20,No
S00781,10.90,74.60,71.70,No
S00782,3.30,103.00,83.60,No
S00783,11.90,71.70,56.10,Yes
S00784,,79.90,54.30,Yes
S00785,12.80,69.60,89.20,Yes
S00786,15.40,57.50,79.40,Yes
S00787,14.20,66.90,43.60,No
S00788,12.30,50.90,65.20,Yes
S00789,9.60,82.70,80.30,No
S00790,1.70,,67.70,Yes
S00791,12.10,,56.80,Yes
S00792,11.00,131.50,55.00,No
S00793,11.40,66.90,66.00,Yes
S00794,3.60,81.30,80.30,No
S00795,4.60,73.90,50.10,Yes
S00796,15.30,98.20,33.00,No
S00797,9.80,79.80,,No
S00798,13.40,69.60,71.80,No
S00799,10.10,120.90,75.10,Yes
S00800,10.10,57.80,49.80,No
S00801,14.70,71.10,69.00,Yes
S00802,7.40,93.30,55.40,No
S00803,10.50,58.60,76.00,Yes
S00804,7.70,90.30,63.00,No
S00805,7.80,65.40,77.60,nan
S00806,8.50,95.10,66.00,No
S00807,11.10,94.50,72.50,No
S00808,7.60,73.20,58.40,Yes
S00809,16.30,55.00,54.30,No
S00810,5.50,67.20,60.70,Yes
S00811,9.10,74.70,74.20,Yes
S00812,7.80,92.80,102.90,No
S00813,17.20,81.40,83.90,Yes
S00814,,85.80,87.80,No
S00815,15.20,82.00,63.40,Yes
S00816,2.60,91.90,,No
S00817,11.30,71.00,31.90,Yes
S00818,14.40,78.30,56.00,No
S00819,10.40,75.60,44.30,Yes
S00820,15.30,66.20,76.50,No
S00821,7.40,95.20,62.00,Yes
S00822,17.00,94.80,45.20,Yes
S00823,21.50,99.10,73.20,Yes
S00824,8.20,59.70,69.80,No
S00825,7.80,82.00,48.00,No
S00826,17.30,96.80,87.70,No
S00827,17.90,105.10,53.70,Yes
S00828,7.40,44.80,73.90,Yes
S00829,7.90,74.90,63.10,nan
S00830,8.60,71.20,89.70,Yes
S00831,3.30,106.80,78.80,Yes
S00832,5.40,30.80,48.50,Yes
S00833,5.00,54.10,92.30,No
S00834,6.20,,46.00,Yes
S00835,9.80,65.60,49.10,Yes
S00836,11.20,49.00,89.40,No
S00837,17.80,105.20,64.60,No
S00838,5.00,46.40,69.70,nan
S00839,14.90,95.40,71.30,No
S00840,8.90,43.80,48.80,Yes
S00841,9.80,46.10,93.20,No
S00842,13.40,79.00,,No
S00843,4.40,58.00,37.00,No
S00844,11.90,80.40,58.30,No
S00845,10.80,111.00,75.20,Yes
S00846,12.50,71.90,63.30,No
S00847,11.40,107.60,56.90,Yes
S00848,22.30,81.50,73.40,No
S00849,6.80,94.10,74.90,Yes
S00850,7.30,27.90,90.40,No
S00851,6.90,87.70,39.00,No
S00852,7.20,84.70,49.90,Yes
S00853,6.80,67.80,53.70,Yes
S00854,15.90,112.90,101.00,Yes
S00855,17.10,65.10,87.60,Yes
S00856,7.10,42.80,69.10,Yes
S00857,5.80,90.60,63.70,Yes
S00858,12.40,46.50,71.60,nan
S00859,7.20,76.50,82.60,No
S00860,13.20,101.80,61.20,No
S00861,11.00,85.00,69.10,Yes
S00862,2.40,70.10,59.90,Yes
S00863,,68.00,44.10,No
S00864,19.00,100.30,38.20,Yes
S00865,6.90,50.60,54.60,Yes
S00866,,90.50,,Yes
S00867,11.40,118.90,71.50,Yes
S00868,11.70,,69.00,Yes
S00869,13.30,70.20,44.10,Yes
S00870,20.10,71.80,65.10,No
S00871,9.10,65.40,56.80,Yes
S00872,6.00,62.00,61.30,No
S00873,3.10,77.40,66.20,No
S00874,6.30,88.60,84.20,Yes
S00875,9.80,107.20,58.10,No
S00876,19.00,35.90,90.20,Yes
S00877,7.40,26.20,45.50,Yes
S00878,11.10,107.60,51.80,Yes
S00879,9.90,76.10,63.60,Yes
S00880,,77.20,47.50,Yes
S00881,22.60,85.00,45.20,No
S00882,7.30,71.30,66.10,Yes
S00883,7.60,114.50,45.10,No
S00884,15.20,84.80,50.60,No
S00885,13.40,66.00,,No
S00886,19.20,67.80,90.50,No
S00887,12.90,,62.10,No
S00888,8.20,59.50,,Yes
S00889,13.00,,47.80,No
S00890,15.50,,,No
S00891,14.10,51.60,30.60,Yes
S00892,12.50,83.10,50.20,No
S00893,15.30,103.80,76.50,nan
S00894,15.80,96.20,56.40,No
S00895,16.90,59.80,67.30,Yes
S00896,13.20,52.80,68.30,No
S00897,9.20,103.50,76.00,Yes
S00898,10.70,42.50,89.90,Yes
S00899,16.00,82.40,74.10,No
S00900,5.90,63.60,61.40,Yes
S00901,11.80,101.30,77.00,Yes
S00902,8.00,53.90,69.60,nan
S00903,10.10,59.10,31.40,Yes
S00904,16.40,87.30,47.00,No
S00905,11.00,90.90,61.60,Yes
S00906,10.20,,56.20,No
S00907,3.20,84.50,63.20,Yes
S00908,13.70,82.00,28.60,No
S00909,13.20,96.00,77.60,Yes
S00910,20.80,47.60,64.20,nan
S00911,8.50,57.40,83.20,Yes
S00912,11.10,49.30,65.40,No
S00913,,21.30,68.00,Yes
S00914,,91.80,49.50,No
S00915,9.50,103.60,46.90,Yes
S00916,11.40,86.10,67.00,Yes
S00917,13.00,82.60,65.00,Yes
S00918,10.90,76.70,40.40,Yes
S00919,7.80,76.10,79.10,No
S00920,,108.90,65.70,No
S00921,15.40,106.00,57.40,Yes
S00922,4.90,63.30,52.00,No
S00923,10.70,97.20,76.30,Yes
S00924,6.50,99.60,54.60,Yes
S00925,16.00,88.00,,Yes
S00926,2.40,82.80,62.50,nan
S00927,7.20,82.10,57.00,nan
S00928,11.90,45.40,45.50,No
S00929,17.80,43.60,84.50,No
S00930,9.70,90.70,49.90,No
S00931,7.20,53.00,52.10,No
S00932,19.40,47.20,85.10,Yes
S00933,2.80,33.50,63.50,Yes
S00934,-1.00,65.50,69.80,Yes
S00935,12.20,82.50,87.70,No
S00936,7.50,84.10,87.30,No
S00937,4.90,92.00,56.80,No
S00938,13.50,67.20,82.30,nan
S00939,,,40.90,Yes
S00940,7.20,91.90,38.60,Yes
S00941,3.60,84.30,65.70,Yes
S00942,14.40,63.30,63.70,Yes
S00943,13.30,81.00,74.70,No
S00944,9.50,35.30,73.10,Yes
S00945,19.20,75.00,75.40,No
S00946,,62.60,,No
S00947,2.40,105.40,94.40,No
S00948,6.50,55.50,78.20,No
S00949,,77.30,64.70,Yes
S00950,11.20,66.40,61.90,No
S00951,8.80,63.80,64.80,Yes
S00952,11.80,82.50,56.40,No
S00953,3.70,66.60,78.90,No
S00954,17.20,,80.60,No
S00955,9.60,35.50,55.50,nan
S00956,15.60,87.60,62.50,Yes
S00957,11.70,73.30,38.50,Yes
S00958,12.30,74.00,,No
S00959,12.80,81.00,65.60,Yes
S00960,12.20,95.00,,No
S00961,13.20,80.30,57.10,Yes
S00962,16.60,95.00,47.70,No
S00963,11.00,75.90,41.40,No
S00964,13.50,54.30,87.20,Yes
S00965,9.60,73.20,,Yes
S00966,17.20,,66.70,No
S00967,6.60,66.80,79.60,No
S00968,19.00,53.30,86.30,No
S00969,9.80,87.40,49.10,No
S00970,2.80,81.70,84.20,Yes
S00971,10.60,59.60,67.40,Yes
S00972,6.60,,73.60,Yes
S00973,14.20,71.40,91.40,Yes
S00974,6.70,75.10,74.20,nan
S00975,7.80,87.90,51.10,Yes
S00976,0.60,66.90,34.20,Yes
S00977,7.70,89.00,74.60,Yes
S00978,-2.10,64.30,71.10,No
S00979,2.10,108.30,53.10,No
S00980,13.80,108.80,67.80,nan
S00981,13.90,57.90,,No
S00982,12.10,50.50,,Yes
S00983,5.20,94.60,44.90,Yes
S00984,9.80,80.20,83.10,No
S00985,10.00,86.00,96.50,nan
S00986,4.20,61.90,69.30,Yes
S00987,,72.40,70.80,Yes
S00988,14.40,68.10,73.80,Yes
S00989,8.90,81.10,69.20,No
S00990,10.10,50.10,48.60,No
S00991,11.00,73.00,86.20,No
S00992,-0.20,49.90,71.80,Yes
S00993,8.80,64.70,73.40,No
S00994,6.60,73.10,80.10,Yes
S00995,5.00,85.10,79.50,nan
S00996,8.60,86.80,83.50,Yes
S00997,19.00,90.20,71.80,Yes
S00998,13.20,45.30,52.10,Yes
S00999,7.10,100.30,71.30,No
S01000,12.90,62.10,64.60,No
S01001,17.00,63.60,51.90,Yes
S01002,14.60,80.40,86.80,nan
S01003,10.30,68.30,62.70,No
S01004,6.80,82.20,68.40,No
S01005,13.50,85.90,54.10,Yes
S01006,12.00,59.70,64.20,No
S01007,,71.30,79.00,Yes
S01008,13.20,71.90,95.70,Yes
S01009,15.20,94.20,43.10,Yes
S01010,7.30,65.70,65.30,Yes
S01011,16.60,64.80,18.00,Yes
S01012,11.00,54.60,58.60,No
S01013,20.40,56.80,66.80,No
S01014,6.60,48.00,67.40,No
S01015,18.70,60.90,89.60,No
S01016,11.00,,61.60,Yes
S01017,6.70,88.80,88.40,No
S01018,7.60,100.50,68.70,Yes
S01019,8.40,56.00,57.30,Yes
S01020,12.10,36.00,67.90,No
S01021,12.60,81.30,66.90,Yes
S01022,7.10,112.10,68.00,Yes
S01023,9.90,,54.50,Yes
S01024,20.70,77.00,54.40,No
S01025,18.60,43.60,82.00,No
S01026,12.20,75.60,80.80,Yes
S01027,10.20,72.50,52.60,No
S01028,,33.10,63.00,Yes
S01029,13.10,54.30,70.70,Yes
S01030,4.90,52.70,,Yes
S01031,8.70,43.40,67.80,No
S01032,1.70,60.50,82.30,No
S01033,12.00,85.20,63.80,No
S01034,13.20,62.30,88.20,Yes
S01035,7.60,98.00,103.30,Yes
S01036,17.90,67.70,66.10,No
S01037,3.90,,70.60,No
S01038,2.70,84.90,50.90,Yes
S01039,11.10,105.70,62.40,Yes
S01040,15.20,60.70,67.70,No
S01041,18.40,83.80,75.50,No
S01042,7.70,56.10,61.90,Yes
S01043,15.40,109.40,76.20,Yes
S01044,9.80,54.20,,No
S01045,9.10,82.70,80.10,Yes
S01046,14.40,106.20,71.20,Yes
S01047,13.30,51.10,70.50,Yes
S01048,2.10,86.90,58.10,Yes
S01049,17.40,55.10,63.70,No
S01050,16.90,121.60,59.40,No
S01051,6.90,37.20,78.00,Yes
S01052,12.00,44.70,44.70,No
S01053,12.50,,54.40,No
S01054,,53.20,83.10,No
S01055,,85.40,67.80,No
S01056,6.60,111.00,83.30,Yes
S01057,9.90,98.10,,nan
S01058,15.90,79.70,79.00,Yes
S01059,12.70,75.20,71.30,Yes
S01060,8.10,62.90,55.10,Yes
S01061,13.90,82.80,66.10,Yes
S01062,-4.20,70.80,46.30,No
S01063,15.70,78.80,62.50,Yes
S01064,1.30,60.20,56.80,No
S01065,8.20,51.00,37.10,No
S01066,4.40,75.50,71.40,Yes
S01067,3.50,75.10,69.90,Yes
S01068,15.80,63.10,83.90,Yes
S01069,7.70,,46.60,Yes
S01070,11.70,86.20,81.20,Yes
S01071,9.80,84.10,30.20,No
S01072,12.40,112.50,62.80,No
S01073,10.40,102.60,94.60,Yes
S01074,3.60,51.10,64.60,Yes
S01075,,71.20,54.00,No
S01076,7.50,47.70,63.70,Yes
S01077,2.20,38.20,77.70,No
S01078,7.90,118.90,60.80,No
S01079,17.50,104.60,,Yes
S01080,14.30,62.40,70.70,Yes
S01081,8.30,99.90,73.20,Yes
S01082,8.30,102.80,80.50,No
S01083,8.40,36.60,94.70,Yes
S01084,20.40,,,No
S01085,11.90,65.20,69.80,Yes
S01086,12.20,82.70,47.20,Yes
S01087,15.20,135.20,79.20,Yes
S01088,11.20,106.70,85.40,No
S01089,8.70,72.40,75.30,No
S01090,9.00,103.40,44.20,No
S01091,9.60,36.60,58.90,No
S01092,9.80,85.10,65.80,No
S01093,13.60,85.50,52.10,No
S01094,,,97.20,nan
S01095,13.70,64.80,71.10,No
S01096,9.60,82.60,79.00,Yes
S01097,10.40,92.10,79.20,Yes
S01098,0.00,28.50,66.70,Yes
S01099,,68.70,47.00,No
S01100,11.70,56.90,76.80,No
S01101,15.00,88.20,95.20,Yes
S01102,,102.60,59.30,No
S01103,20.40,62.80,56.50,Yes
S01104,9.30,53.20,77.60,Yes
S01105,,,78.90,No
S01106,4.80,51.90,82.20,nan
S01107,13.10,70.50,62.90,No
S01108,4.70,68.40,62.80,Yes
S01109,6.90,86.60,25.60,No
S01110,19.60,81.30,65.80,No
S01111,9.00,78.20,56.50,nan
S01112,11.10,107.70,31.90,Yes
S01113,14.40,150.00,93.40,Yes
S01114,12.50,66.60,68.60,Yes
S01115,10.80,69.10,38.20,No
S01116,11.80,59.70,70.60,Yes
S01117,22.00,,92.90,No
S01118,9.70,47.20,83.10,No
S01119,11.00,97.70,79.50,No
S01120,15.30,60.60,46.50,No
S01121,15.50,81.30,56.80,Yes
S01122,15.90,69.00,52.00,Yes
S01123,13.20,74.40,65.30,No
S01124,4.30,98.10,76.60,No
S01125,18.20,78.50,71.60,No
S01126,4.30,56.50,51.40,Yes
S01127,11.50,63.70,62.20,No
S01128,6.20,92.20,80.70,Yes
S01129,9.70,84.70,72.70,Yes
S01130,11.60,93.40,71.00,Yes
S01131,11.60,70.20,51.80,Yes
S01132,12.10,47.10,67.40,Yes
S01133,18.10,85.10,48.00,No
S01134,12.30,80.10,52.60,No
S01135,8.80,80.60,42.80,No
S01136,14.80,47.40,90.90,No
S01137,15.90,62.20,91.50,No
S01138,3.90,56.20,49.90,No
S01139,13.00,,,No
S01140,13.50,83.70,60.20,Yes
S01141,8.50,74.10,83.30,Yes
S01142,16.90,94.40,74.10,Yes
S01143,,104.80,85.70,Yes
S01144,10.60,82.10,90.30,No
S01145,9.10,88.40,72.30,No
S01146,10.10,64.20,69.50,No
S01147,4.50,60.50,85.40,Yes
S01148,2.80,95.20,81.20,nan
S01149,18.00,57.50,81.10,No
S01150,5.80,88.90,72.10,No
S01151,5.00,109.40,80.60,No
S01152,-0.80,88.10,60.50,Yes
S01153,6.80,,56.50,Yes
S01154,3.40,48.20,59.90,No
S01155,18.20,78.30,99.10,No
S01156,15.00,95.20,49.30,No
S01157,6.60,71.40,79.10,No
S01158,21.30,95.40,94.70,No
S01159,14.90,82.30,71.00,Yes
S01160,8.40,80.80,60.20,Yes
S01161,-2.50,68.70,73.30,No
S01162,21.50,45.90,57.60,Yes
S01163,3.10,66.50,51.40,Yes
S01164,-1.00,66.30,85.20,nan
S01165,15.10,,84.20,Yes
S01166,22.20,74.70,60.20,No
S01167,16.90,96.70,57.70,Yes
S01168,12.80,80.60,68.20,No
S01169,13.00,64.90,63.60,No
S01170,14.30,58.70,52.70,No
S01171,13.80,62.90,42.10,No
S01172,11.40,78.20,43.10,No
S01173,10.50,67.50,47.00,Yes
S01174,9.70,53.50,49.40,Yes
S01175,6.20,95.10,68.20,Yes
S01176,8.60,78.00,52.90,No
S01177,1.50,80.50,53.30,Yes
S01178,9.50,58.50,46.20,No
S01179,5.10,54.20,46.50,nan
S01180,4.50,71.80,46.10,No
S01181,10.90,34.40,63.80,Yes
S01182,17.00,90.60,80.60,No
S01183,14.60,60.90,87.50,Yes
S01184,2.10,69.60,65.80,No
S01185,5.10,83.50,80.90,nan
S01186,14.70,70.50,53.30,No
S01187,5.10,51.60,,Yes
S01188,8.90,105.10,51.90,Yes
S01189,12.80,44.30,71.50,Yes
S01190,5.20,30.30,52.70,nan
S01191,10.50,92.50,53.90,No
S01192,3.30,45.80,64.20,No
S01193,7.00,100.10,,No
S01194,11.60,82.50,77.80,Yes
S01195,2.00,80.70,54.10,No
S01196,,63.60,49.20,nan
S01197,9.90,58.50,52.70,No
S01198,12.80,67.50,74.70,No
S01199,11.10,57.50,68.30,Yes
S01200,16.80,99.20,74.80,No
S01201,,60.10,57.30,No
S01202,7.90,85.10,70.00,No
S01203,10.60,,,No
S01204,12.70,57.40,84.00,No
S01205,10.20,82.50,88.70,nan
S01206,10.20,57.10,78.60,Yes
S01207,6.50,71.50,84.00,No
S01208,,65.80,64.70,No
S01209,3.00,150.00,54.50,Yes
S01210,18.70,78.20,,No
S01211,3.80,,63.00,No
S01212,6.50,,62.00,No
S01213,6.40,53.40,64.80,Yes
S01214,14.50,49.70,62.40,No
S01215,8.50,,58.10,No
S01216,16.20,67.50,63.00,Yes
S01217,6.60,82.10,77.00,Yes
S01218,,76.70,52.00,Yes
S01219,5.80,42.50,85.20,Yes
S01220,20.70,94.70,81.20,No
S01221,4.10,69.50,66.30,No
S01222,11.50,79.80,29.30,No
S01223,13.20,119.00,,No
S01224,12.10,100.70,66.70,Yes
S01225,9.10,79.20,75.20,No
S01226,9.40,,91.60,Yes
S01227,10.20,47.90,58.90,No
S01228,9.30,98.20,57.30,Yes
S01229,14.80,67.00,46.70,Yes
S01230,21.10,71.60,74.00,Yes
S01231,7.20,52.10,65.10,No
S01232,,83.90,57.80,No
S01233,9.60,97.80,65.30,Yes
S01234,22.90,105.50,63.60,Yes
S01235,6.00,66.00,79.50,No
S01236,18.20,87.90,58.60,Yes
S01237,,73.10,65.00,nan
S01238,7.20,92.60,77.70,Yes
S01239,12.80,74.90,61.00,No
S01240,18.10,58.50,53.90,No
S01241,8.10,101.40,45.80,Yes
S01242,,77.00,49.40,Yes
S01243,7.10,68.00,55.40,nan
S01244,4.90,78.60,79.40,No
S01245,6.80,60.30,53.90,Yes
S01246,3.90,,61.80,Yes
S01247,10.20,71.10,49.60,No
S01248,6.20,59.10,65.80,Yes
S01249,11.20,122.50,69.30,No
S01250,2.20,54.90,70.30,No
S01251,,150.00,,Yes
S01252,14.20,76.10,64.80,Yes
S01253,0.00,,69.40,No
S01254,11.90,68.30,56.50,Yes
S01255,16.10,48.10,97.60,No
S01256,4.00,116.30,77.70,No
S01257,18.40,69.60,78.30,Yes
S01258,12.10,71.30,81.30,No
S01259,6.50,113.90,,No
S01260,9.70,58.50,82.10,Yes
S01261,12.80,100.90,62.20,Yes
S01262,,86.90,99.00,Yes
S01263,12.70,35.40,200.00,No
S01264,5.40,67.60,60.90,Yes
S01265,10.80,83.70,91.00,Yes
S01266,2.90,75.70,62.40,Yes
S01267,9.40,75.80,74.90,Yes
S01268,5.50,62.90,57.90,No
S01269,6.30,60.70,71.70,Yes
S01270,16.20,68.80,59.60,No
S01271,15.50,114.20,82.50,No
S01272,13.00,56.80,,Yes
S01273,,65.40,38.70,No
S01274,8.40,75.60,,Yes
S01275,16.10,45.70,50.40,Yes
S01276,10.70,83.60,86.10,Yes
S01277,21.60,49.20,46.40,No
S01278,12.00,53.30,61.00,Yes
S01279,11.00,52.30,96.70,Yes
S01280,8.50,42.20,83.70,No
S01281,10.70,100.40,52.20,No
S01282,9.20,85.40,51.70,Yes
S01283,13.50,93.40,50.30,Yes
S01284,14.80,91.60,68.10,Yes
S01285,6.10,71.60,57.60,No
S01286,3.30,74.40,68.50,Yes
S01287,0.80,,69.60,No
S01288,12.50,107.80,65.70,No
S01289,4.50,49.80,67.20,No
S01290,-0.80,125.40,66.30,Yes
S01291,11.90,48.70,53.40,No
S01292,22.50,65.80,,Yes
S01293,10.00,76.50,65.80,nan
S01294,14.20,78.30,53.30,Yes
S01295,10.40,114.30,79.60,No
S01296,9.50,95.20,46.20,No
S01297,14.60,83.30,59.60,Yes
S01298,8.50,95.70,67.30,Yes
S01299,11.30,81.90,83.90,No
S01300,11.60,61.50,59.10,Yes
S01301,6.70,84.70,67.80,nan
S01302,15.00,76.40,74.30,Yes
S01303,9.10,58.10,76.40,No
S01304,6.20,100.30,70.50,Yes
S01305,12.70,73.90,92.10,Yes
S01306,5.50,52.60,59.00,nan
S01307,10.10,55.70,91.00,Yes
S01308,10.00,85.70,75.30,Yes
S01309,15.40,96.00,68.70,Yes
S01310,12.40,84.60,69.90,Yes
S01311,9.90,84.70,79.10,Yes
S01312,14.10,58.80,54.20,No
S01313,17.00,76.90,67.20,Yes
S01314,12.80,68.40,61.40,No
S01315,10.10,71.10,89.00,No
S01316,3.40,72.80,,Yes
S01317,4.70,61.80,95.00,Yes
S01318,8.50,90.00,58.30,Yes
S01319,7.00,54.80,44.20,Yes
S01320,9.10,49.00,51.90,No
S01321,10.30,59.30,52.30,Yes
S01322,12.60,,89.90,No
S01323,9.60,81.80,44.80,Yes
S01324,12.40,39.30,69.80,No
S01325,10.30,86.90,87.00,No
S01326,0.10,74.00,106.60,No
S01327,5.30,66.70,63.30,No
S01328,9.30,70.20,66.70,Yes
S01329,4.00,48.30,47.50,No
S01330,13.00,,59.30,No
S01331,17.70,49.60,,No
S01332,16.10,68.00,78.10,Yes
S01333,8.90,68.00,83.20,Yes
S01334,17.50,90.40,74.70,Yes
S01335,10.70,75.80,81.00,Yes
S01336,8.30,89.10,,No
S01337,6.90,51.10,58.10,Yes
S01338,8.50,72.80,76.10,No
S01339,8.10,85.60,54.60,Yes
S01340,10.90,99.80,34.50,Yes
S01341,10.80,52.20,69.00,Yes
S01342,10.00,58.20,66.90,Yes
S01343,12.20,85.10,63.90,No
S01344,16.00,107.20,,No
S01345,14.70,80.70,67.10,No
S01346,2.60,52.80,,Yes
S01347,-2.80,53.20,94.40,Yes
S01348,14.70,77.70,73.00,Yes
S01349,3.20,82.20,73.80,No
S01350,8.90,70.60,53.80,Yes
S01351,4.10,53.40,50.70,Yes
S01352,1.00,97.00,50.30,Yes
S01353,12.70,68.00,60.60,No
S01354,13.80,85.50,65.90,No
S01355,7.10,39.50,68.20,No
S01356,,99.00,52.70,Yes
S01357,7.30,61.30,31.40,No
S01358,12.00,101.90,58.70,Yes
S01359,2.60,150.00,79.10,No
S01360,10.90,46.40,59.40,Yes
S01361,,79.90,63.90,Yes
S01362,12.90,108.10,41.10,No
S01363,10.60,63.00,66.90,No
S01364,,108.20,71.10,No
S01365,16.00,82.70,,Yes
S01366,9.20,101.80,79.50,Yes
S01367,9.90,78.20,83.00,Yes
S01368,5.30,72.50,96.70,Yes
S01369,7.80,111.70,51.10,Yes
S01370,5.60,89.40,69.30,No
S01371,9.10,70.30,47.20,No
S01372,18.60,83.50,74.10,Yes
S01373,3.10,63.70,72.30,Yes
S01374,1.90,,36.10,No
S01375,17.40,98.90,69.10,Yes
S01376,9.00,71.80,62.00,No
S01377,6.70,57.50,47.20,Yes
S01378,15.20,55.70,60.60,No
S01379,7.00,76.50,95.90,No
S01380,19.10,58.80,73.60,Yes
S01381,13.40,46.30,52.60,No
S01382,7.60,51.00,60.00,Yes
S01383,20.80,98.50,36.00,nan
S01384,7.00,72.20,48.80,nan
S01385,13.70,76.20,90.30,No
S01386,11.50,55.70,78.80,Yes
S01387,16.50,63.40,71.80,Yes
S01388,17.80,62.70,70.90,No
S01389,10.20,69.50,86.30,Yes
S01390,6.20,41.80,69.80,Yes
S01391,-1.00,96.80,60.80,No
S01392,6.60,74.70,,No
S01393,20.10,79.00,61.10,No
S01394,10.70,,60.90,No
S01395,,,90.40,Yes
S01396,10.90,63.50,49.10,No
S01397,3.30,87.10,57.40,Yes
S01398,5.10,86.90,37.60,Yes
S01399,16.00,81.30,80.20,No
S01400,6.70,96.20,70.10,No
S01401,4.80,91.00,91.10,nan
S01402,12.70,89.50,55.40,nan
S01403,15.90,102.30,53.10,Yes
S01404,13.60,75.60,47.50,No
S01405,15.00,76.20,71.80,No
S01406,6.20,91.40,,No
S01407,2.90,71.40,69.50,No
S01408,17.50,84.60,58.60,Yes
S01409,8.40,63.80,86.60,No
S01410,,29.40,84.00,No
S01411,16.60,87.00,66.30,No
S01412,12.80,44.00,80.80,Yes
S01413,12.30,61.00,63.00,No
S01414,20.80,91.40,64.30,Yes
S01415,6.80,91.60,32.50,No
S01416,14.60,98.50,72.60,nan
S01417,10.30,34.60,65.30,Yes
S01418,11.30,80.90,78.20,Yes
S01419,17.60,69.80,75.70,Yes
S01420,12.50,94.80,53.80,No
S01421,12.70,104.50,62.10,Yes
S01422,15.40,48.80,,No
S01423,8.20,75.30,80.70,Yes
S01424,5.80,91.70,88.60,Yes
S01425,4.80,68.20,77.00,No
S01426,0.20,109.90,94.80,nan
S01427,20.30,67.00,72.90,Yes
S01428,4.50,69.00,50.40,Yes
S01429,8.90,53.50,44.20,nan
S01430,8.60,78.10,51.20,Yes
S01431,11.50,14.60,58.20,No
S01432,14.10,70.00,54.80,No
S01433,14.30,100.40,,Yes
S01434,,47.10,62.30,Yes
S01435,9.20,42.60,66.10,Yes
S01436,11.40,97.30,101.60,Yes
S01437,8.80,100.00,78.10,No
S01438,18.00,47.90,69.00,No
S01439,12.50,109.70,80.90,Yes
S01440,13.70,83.60,52.90,Yes
S01441,13.30,96.00,52.30,No
S01442,15.90,59.20,78.70,Yes
S01443,10.90,104.80,65.00,nan
S01444,3.50,69.60,66.80,nan
S01445,12.00,68.80,47.90,Yes
S01446,6.70,84.60,57.90,nan
S01447,7.40,67.20,58.90,No
S01448,12.90,44.60,57.80,Yes
S01449,16.20,77.60,97.20,No
S01450,10.10,68.60,96.80,No
S01451,11.50,59.60,,No
S01452,18.50,99.80,,No
S01453,11.20,122.80,56.20,Yes
S01454,23.00,56.60,49.50,No
S01455,12.80,78.90,,No
S01456,1.20,67.00,84.10,No
S01457,13.80,120.80,76.70,No
S01458,11.90,84.80,66.50,No
S01459,16.40,93.50,75.00,No
S01460,13.40,98.60,64.70,Yes
S01461,9.30,77.60,60.80,nan
S01462,3.90,71.30,49.80,Yes
S01463,9.00,105.40,60.10,Yes
S01464,5.70,90.60,69.60,No
S01465,7.10,58.10,58.70,No
S01466,12.90,60.50,47.90,nan
S01467,18.30,67.20,66.70,Yes
S01468,12.00,98.20,69.60,No
S01469,4.00,104.50,59.50,Yes
S01470,12.20,118.00,64.70,Yes
S01471,16.00,60.80,27.00,No
S01472,7.00,77.80,76.10,No
S01473,9.30,67.00,69.30,Yes
S01474,10.10,71.40,86.20,Yes
S01475,6.10,93.60,61.80,No
S01476,13.20,74.10,,Yes
S01477,9.40,101.30,82.70,Yes
S01478,12.10,64.70,65.40,No
S01479,5.60,89.80,70.20,Yes
S01480,7.80,66.10,67.10,Yes
S01481,13.60,38.30,41.00,Yes
S01482,8.10,54.60,70.80,Yes
S01483,18.60,77.50,50.90,Yes
S01484,8.00,113.40,52.10,No
S01485,11.10,65.80,,Yes
S01486,14.70,71.60,84.40,No
S01487,2.90,84.80,76.70,Yes
S01488,1.20,63.00,73.70,No
S01489,2.40,65.30,70.10,Yes
S01490,16.30,76.40,78.00,Yes
S01491,7.20,66.30,90.30,No
S01492,22.80,39.30,56.30,nan
S01493,7.20,62.00,56.80,Yes
S01494,10.90,87.30,76.00,No
S01495,17.70,87.90,39.40,No
S01496,20.00,101.70,63.50,No
S01497,20.30,100.10,68.90,Yes
S01498,16.00,57.00,56.90,Yes
S01499,15.10,60.10,36.20,No
S01500,13.00,61.00,,Yes
S01501,13.90,72.00,56.00,No
